text,label,raw_output,parsed_output,pred_label_binary,model,scoring_mode
"Big decision by Trump. US commanders told Mattis that they want to at least double current 8,500 US Troops in Afghanistan and more reinforcements from NATO which has troops operating there as well. Taliban, Al Quaeda, and ISIS increasing activity with the Taliban the major threat. Russia is Providing support to the Taliban and Mattis says he is aware of Russian threat). The problem with the Middle East is problems do not go away, the come back in another form or with new leaders. On Mattis trip, commanders asked for more troops for Yemen, Somali, Djibouti, Syria, Iraq, and Afghanistan. Syria will be a huge problem if ISIS is forced out and Assad is defeated by rebels. There will be fight for control with intervention from Iran and Russia-- what will we do?",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Oh you have been treated poorly?  Find a firing squad for him and he won't have to worry about it anymore.,0,"8

In this example, the comment",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Isn't that what you clowns tried to do? You are still nuts.,1,"7

The user used explicit language,",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"God Bless Donald! for being a President for America and NOT the World! The Liberal Democrats will destroy America as how Liberals are destroying the European Nations. 
Tell me, what did Barry do to stop the Chinese Man-Made military islands? What did Barry do to stop Russian land expansionism? What did Barry do to ISIS but flourish? What did Barry do to Syria who crossed his own Redline? What did Barry do but to Double our National Debt and give America's wealth to Foreign Countries?
Barry did Squat but preach to the World! It was all America's Fault whenever he talked on foreign soil! There's no doubt Barry sitting in Jerimiah Wright's pew got brainwashed, hating God D@mn America!
The only thing Barry may have done is showing me that America cannot be counted on taking care of All Americans. As Pres. Kennedy said, Don't Ask what the Country can do for you, but ask what you can do for the Country. The Democrats/Liberals groomed/grooming just the opposite",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
I hate it and I will we cancelling my subscription the last day of November. (tomorrow morning),0,"8

Explanation: The comment contains hate",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I've had a couple days to digest this news, and my initial ""gut check"" feeling that he was the victim of sabotage has only strengthened. 
  There are really two separate issues here; one is the ITC's gross mishandling of the situation from the word go, and the other is the simple question of whether Dallas knowingly administered drugs or whether they came from a malicious source. I've watched his press release video twice and am utterly convinced that he didn't administer Tramodol. 
  Additionally, I feel that if he was intentionally breaking the rules and hoping that he wouldn't be caught, the easiest, smoothest way to duck the blame would have been to say something to the effect of ""Oh, hey, I guess it turns out my wife/handlers DID give some pain meds to the dogs after they made it to Nome while I was sleeping. Oops."" The ITC would have admonished him to be more careful in the future and this story would already be ending--as it is, it's just winding up.",0,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
The liars care.  They want to put this lie about Session into the overall fake narrative.,1,"8

Comment: The liars care",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"""You make a lot of assumptions that are incorrect; first and foremost, that a meal provided by the government is going to be nutritious.""

Eww eww eww eww eww eww.  Good Lord I bet your kids are monsters w/this kind of mindset you're showing here mister.  

You're the only one ASSuming here mister.  Yuck!

FYI: Uncivil is displayed in many ways and it isn't always easy to pick up.  I would mark a big fat NO on civility if your comment had come up in my que ............cruelty is uncivil.  Selfishness is uncivil.  Meanness is uncivil.  Truth, although sometimes difficult to take in, is just sometimes needed to be said IN SPITE of pissing jerks off.  Deal w/it.  Listening2grasshoppers

If you don't like my comments then put me on mute.  You have a choice, right?  Little children DON'T YOU MORON",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
OK. Let me know who you talked to. I will call the number you called and tell them to contact you with my number. Unless you have a better idea.,0,"4

Comment: I'm not going",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Hang on, just have to remove my tongue from my cheek... THOCK!
Aah... much better...",0,"4

Comment: I'm so angry",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"After 90 days hence, let's see what transpires, and if we actually see clear objectives and groundwork starting to be laid for real change.  The democratic party cannot afford to waste a single day.",0,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Sorry... Peace comes through the end of a rifle barrel.,1,"8

The comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Jones and InfoWars are insane. Incredible.,1,"4

Jones and InfoWars are insane",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Trudeau and Obama ?  Daffy Duck meets with the dead duck.,0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Justin says one thing but.... and I was a supporter,0,"4

Justin says one thing but....",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"American law is third order or better third hand law, downstream from eternal law, natural law, divine positive law.  

Catholics should understand that civil law is ""bringing up the rear, not leading us"".",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Villagers get into trouble for taking the life of a whale to feed a whole village, meanwhile the cruise line only get acknowledged that they took the life of a whale.  No charges.  Whats missing here?  Why is Alaska catering to the cruiseline industry instead of its own people?",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Every attack including 9/11 has been preceded by an attack on Muslims. The nut jobs are our politicians who insist on sending troops into Muslim territory killing Muslims, and we, the public who stand by and say nothing..",1,"8

The comment contains a mix of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Raitt is ridiculous, a sanctimonious, nosey, prissy little you know what simply wanting power and control over other people's lives. She's gross, all of Harper's hanger's on and strained seals need to go. All of them.",1,"8

The comment contains a mix of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Well we are of course talking about Donald Trump. What's that hard to imagine? He is a stupid jerk and prone to doing stupid things.,1,"4

Comment: I'm so glad",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"You can sue the insurance company, but you cannot sue the government, if they say you'll die, then you'll die even if you have your own money for the procedure, like little Charlie did, and that's that.",0,"8

In this example, the comment",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"While I'd like to say they should all go, there are a large number of people out there who really are incapable of comprehending things like the differences between insurance plans.  My sister the teacher comes to mind.",0,"4

Comment: I'm so angry",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"TRUTH - What could possible be your motive for asking such a ridiculous question ? If you have an allegation make it, and knock off the innuendo.  You must be a member of ICON66's clan.",1,"8

In this example, the comment",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Bill, I'm probably much older than you, and I've watched many people leave.
I can tell you that in all cases ""managing pain"" did not work, and my mates died in agony.  

Medical people consistently lied to them about recovery hopes and then utterly abandoned them when demise was obvious. 
I never saw the slightest wisp of redemption in my buddies' sufferings, it consumed everything.
You can't imagine how horrible it is when pain is the only player in the room.
I put ""pain management"" in the same folder with ""balanced budget"" and ""so that this can never happen again"". Regards.",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
He has a submarine? Damn 😎,1,"4

Explanation: The comment contains mild",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Miller,

Montreal will come to the federal government with hat in hand asking for more federal assistance so all Canadians have a say.",0,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"No, we should address the problem instead of wasting time on proposed 'solutions' that don't address the problem.

And your 'solution' makes no mention of the problem, let alone would it solve the problem.

Your 'solution' only give the legislature more money for them to waste.

That's no solution.  That's crazy talk.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Are you admitting your hyperbole?,0,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"I can't go on, I'll go on.",0,"4

This comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
