row_index,example_index,worker_id,aspect,original,simplification,human_rating
2237,159,2,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",83.0
2238,159,0,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",100.0
2239,159,20,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",60.0
2240,159,3,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",100.0
2241,159,20,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",37.0
2242,159,20,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",100.0
2243,159,0,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",50.0
2244,159,6,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",100.0
2245,159,0,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",50.0
2246,159,3,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",100.0
2247,159,1,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",100.0
2248,159,1,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",65.0
2249,159,1,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",90.0
2250,163,5,1,"Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens railroad.","Origin Irmo was chartered on Christmas Eve in 1890 because of the opening of the Columbia, Newberry and Laurens railroad.",73.0
2251,163,15,1,"Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens railroad.","Origin Irmo was chartered on Christmas Eve in 1890 because of the opening of the Columbia, Newberry and Laurens railroad.",100.0
2252,163,1,1,"Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens railroad.","Origin Irmo was chartered on Christmas Eve in 1890 because of the opening of the Columbia, Newberry and Laurens railroad.",100.0
2253,163,18,2,"Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens railroad.","Origin Irmo was chartered on Christmas Eve in 1890 because of the opening of the Columbia, Newberry and Laurens railroad.",75.0
2254,163,1,2,"Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens railroad.","Origin Irmo was chartered on Christmas Eve in 1890 because of the opening of the Columbia, Newberry and Laurens railroad.",70.0
2255,163,15,0,"Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens railroad.","Origin Irmo was chartered on Christmas Eve in 1890 because of the opening of the Columbia, Newberry and Laurens railroad.",80.0
2256,163,19,2,"Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens railroad.","Origin Irmo was chartered on Christmas Eve in 1890 because of the opening of the Columbia, Newberry and Laurens railroad.",82.0
